product_id,product_name,product_category,product_weight_kg,fragility_level,is_liquid,premium_level,material_id,material_name,material_type,strength,weight_capacity_kg,biodegradability_score,co2_emission_score,recyclability_percent,base_cost_per_unit,shipping_category,region_market,strength_norm,weight_capacity_kg_norm,biodegradability_score_norm,co2_emission_score_norm,recyclability_percent_norm,base_cost_per_unit_norm,co2_impact_index,cost_efficiency_index,material_suitability_score
5537,compact_product_5537,compact,0.113,low,0,2,8,Metalized Paperboard Box,Aluminum,9,0.291,1.6,77.35,75.66,10.41,express,Asia,1,0.151943463,0.016842105,0.765420561,0.614761166,0.741,0.3952,35.77319575,0.182752632
5538,serum_product_5538,serum,0.177,high,1,1,52,Recycled PP Compact Case,Plastic,9,0.593,30.25,41.25,53.79,7.79,fragile,Europe,1,0.329799764,0.318421053,0.283444593,0.237627177,0.479,0.14355,13.13659357,0.351826316
5539,lip_balm_product_5539,lip_balm,0.139,low,0,3,127,Bamboo Dropper Bottle,Wood/Bamboo,7,0.367,67.51,36.49,65.21,9.7,standard,Asia,0.5,0.196702002,0.710631579,0.219893191,0.434557682,0.67,0.03885,26.43051764,0.212189474
5540,toner_product_5540,toner,0.262,low,1,1,102,PETG Lotion Bottle,Plastic,8,0.868,37.62,59.02,68.81,7.24,standard,Asia,0.75,0.491755006,0.396,0.520694259,0.496637351,0.424,0.24615,8.341013815,0.2916
5541,foundation_product_5541,foundation,0.145,medium,1,2,99,Biodegradable PBAT Pouch,Bioplastic,7,0.42,87.18,36.42,52.36,8.86,standard,North America,0.5,0.227915194,0.917684211,0.218958611,0.212967753,0.586,0.1024,21.09523805,0.299505263
5542,compact_product_5542,compact,0.265,medium,0,1,38,Cornstarch Bioplastic Jar,Bioplastic,7,0.77,71.22,48.03,59.2,8.81,express,Asia,0.5,0.434040047,0.749684211,0.373965287,0.330919124,0.581,0.1843,11.44155843,0.250605263
5543,toner_product_5543,toner,0.144,low,1,3,148,Compostable Pouch with Valve,Bioplastic,7,0.223,60.74,54.77,40.27,6.91,standard,Asia,0.5,0.111896349,0.639368421,0.463951936,0.004483532,0.391,0.34635,30.98654695,0.274510526
5544,mascara_product_5544,mascara,0.469,medium,0,1,112,Bamboo Dropper Bottle,Wood/Bamboo,7,1.592,66.45,38.54,50.31,7.42,fragile,North America,0.5,0.918138987,0.699473684,0.247263017,0.17761683,0.442,0.13385,4.660804017,0.277242105
5545,toner_product_5545,toner,0.42,medium,1,1,29,PLA Bioplastic Bottle,Bioplastic,8,0.719,79.57,34.04,44.55,7.7,standard,Europe,0.75,0.404004711,0.837578947,0.187182911,0.07828936,0.47,0.11765,10.70931848,0.410273684
5546,lotion_product_5546,lotion,0.078,medium,1,1,4,Recycled Glass Perfume Bottle,Glass,8,0.244,9.85,85.39,91.66,11.05,standard,North America,0.75,0.12426384,0.103684211,0.872763685,0.890670805,0.805,0.3956,45.28688506,0.089605263
5547,lotion_product_5547,lotion,0.471,medium,1,1,88,PCR Plastic Lotion Bottle,Plastic,7,1.209,21.49,63.21,41.73,7.34,express,North America,0.5,0.692579505,0.226210526,0.576635514,0.029660286,0.434,0.42345,6.071133163,0.137663158
5548,toner_product_5548,toner,0.127,low,1,2,80,Recycled Cardboard Sleeve,Paper/Paperboard,5,0.3,78.12,30.6,90.53,5.07,standard,North America,0,0.157243816,0.822315789,0.141255007,0.871184687,0.207,-0.14665,16.89999994,0.184594737
5549,lotion_product_5549,lotion,0.024,medium,1,2,22,Tinted Glass Cream Jar,Aluminum,9,0.081,0.17,93.38,94.08,12,standard,Europe,1,0.028268551,0.001789474,0.979439252,0.932402138,0.9,0.4634,148.1481463,0.130536842
5550,lip_balm_product_5550,lip_balm,0.397,medium,0,2,143,Airless Pump Bottle,Other,8,0.971,47.52,55.24,57.1,8.72,standard,Asia,0.75,0.552414605,0.500210526,0.470226969,0.294705984,0.572,0.2669,8.980432535,0.278463158
5551,toner_product_5551,toner,0.044,medium,1,1,141,Double-Walled Acrylic Jar,Plastic,8,0.146,31.41,61.33,67.24,4.52,standard,Europe,0.75,0.066548881,0.330631579,0.55153538,0.469563718,0.152,0.2771,30.9589039,0.353589474
5552,foundation_product_5552,foundation,0.048,medium,1,1,72,Squeezable Silicone Tube,Plastic,9,0.123,37.07,43.19,48.69,4.81,standard,Asia,1,0.053003534,0.390210526,0.309345794,0.149680979,0.181,0.18845,39.10569074,0.462763158
5553,compact_product_5553,compact,0.093,low,0,3,36,Glass Cosmetic Jar,Glass,6,0.325,8.89,73.03,93.81,7.95,standard,North America,0.25,0.17196702,0.093578947,0.707743658,0.927746163,0.495,0.26125,24.46153839,-0.020426316
5554,eyeliner_product_5554,eyeliner,0.02,medium,0,2,108,Recycled Aluminum Deodorant Stick,Aluminum,8,0.037,4.61,84.23,85.78,8.17,fragile,North America,0.75,0.002355713,0.048526316,0.857276368,0.789274013,0.517,0.4134,220.8108048,0.159457895
5555,lotion_product_5555,lotion,0.179,low,1,1,15,Rigid Kraft Paper Box,Paper/Paperboard,6,0.419,75.22,21.46,78.32,6.48,express,Europe,0.25,0.227326266,0.791789474,0.019225634,0.660631143,0.348,-0.177,15.46539376,0.233136842
5556,foundation_product_5556,foundation,0.346,high,1,2,148,Refillable Metal Compact Case,Aluminum,8,0.536,4.77,83.84,87.96,10.13,express,Asia,0.75,0.29623086,0.050210526,0.852069426,0.826866701,0.713,0.3986,18.8992537,0.101163158
5557,lip_balm_product_5557,lip_balm,0.37,medium,0,2,110,Wooden Cosmetic Case,Wood/Bamboo,6,1.053,90.52,44.68,83.02,7.39,fragile,Asia,0.25,0.600706713,0.952842105,0.329238985,0.7416796,0.439,0.0317,7.018043678,0.254152632
5558,compact_product_5558,compact,0.251,medium,0,1,91,Aluminium Spray Bottle,Aluminum,8,0.66,0.34,87.92,78.7,9.42,express,Europe,0.75,0.36925795,0.003578947,0.906542056,0.667183997,0.642,0.4857,14.27272725,0.108473684
5559,mascara_product_5559,mascara,0.391,high,0,3,20,Refillable Metal Compact Case,Aluminum,7,1.154,2.97,73.76,93.53,11.78,standard,Asia,0.5,0.660188457,0.031263158,0.717489987,0.922917744,0.878,0.26995,10.20797226,-0.054021053
5560,cream_product_5560,cream,0.451,medium,0,2,110,Recycled Cardboard Sleeve,Paper/Paperboard,8,1.428,82.01,38.3,94.72,3.18,standard,North America,0.75,0.82155477,0.863263158,0.244058745,0.943438524,0.018,-0.0906,2.226890755,0.553578947
5561,cream_product_5561,cream,0.245,medium,0,3,115,Rigid Kraft Paper Box,Paper/Paperboard,7,0.418,85.4,24.33,85.84,6.04,standard,Europe,0.5,0.226737338,0.898947368,0.057543391,0.790308674,0.304,-0.1859,14.44976073,0.37848421
5562,eyeliner_product_5562,eyeliner,0.375,low,0,3,51,Compostable Pouch with Valve,Bioplastic,6,0.902,71.7,48.21,41.92,5.42,express,Asia,0.25,0.511778563,0.754736842,0.376368491,0.032936713,0.242,0.2725,6.008869173,0.253821053
5563,lip_balm_product_5563,lip_balm,0.252,low,0,1,109,Bamboo Fiber Compact Case,Wood/Bamboo,7,0.718,80.35,39.42,52.14,9.43,fragile,Asia,0.5,0.403415783,0.845789474,0.259012016,0.209173996,0.643,0.1335,13.13370472,0.260836842
5564,lotion_product_5564,lotion,0.175,medium,1,2,26,Sugarcane Bioplastic Tube,Bioplastic,6,0.489,77.02,54.57,53.76,7.18,standard,North America,0.25,0.268551237,0.810736842,0.461281709,0.237109847,0.418,0.2769,14.68302655,0.217821053
5565,mascara_product_5565,mascara,0.436,medium,0,1,138,PCR Plastic Lotion Bottle,Plastic,8,0.723,26.63,62.91,68.4,4.55,standard,Europe,0.75,0.406360424,0.280315789,0.572630174,0.489567167,0.155,0.2871,6.293222675,0.337594737
5566,serum_product_5566,serum,0.313,high,1,2,46,Recycled Aluminum Deodorant Stick,Aluminum,7,0.63,1.16,70.47,77.93,7.99,standard,Europe,0.5,0.351590106,0.012210526,0.673564753,0.653905846,0.499,0.31505,12.68253966,0.053963158
5567,eyeliner_product_5567,eyeliner,0.221,low,0,2,89,Refillable Stick Container,Plastic,8,0.399,31,55.38,60.44,7.23,express,Other,0.75,0.215547703,0.326315789,0.472096128,0.352302121,0.423,0.2516,18.12030071,0.270994737
5568,foundation_product_5568,foundation,0.297,medium,1,2,92,Cornstarch Bioplastic Jar,Bioplastic,8,0.903,81.43,48.77,67.08,5.72,standard,Asia,0.75,0.512367491,0.857157895,0.383845127,0.466804621,0.272,0.1523,6.334440746,0.475547368
5569,cream_product_5569,cream,0.182,low,0,2,73,Airless Pump Bottle,Other,5,0.384,54.62,68.76,42.19,8.22,standard,Asia,0,0.206713781,0.574947368,0.650734312,0.037592688,0.522,0.47665,21.40624994,0.015884211
5570,lip_balm_product_5570,lip_balm,0.089,medium,0,1,141,Recycled HDPE Tube,Plastic,9,0.298,21.57,47.58,55.27,5.64,fragile,Asia,1,0.15606596,0.227052632,0.367957276,0.263148819,0.264,0.19945,18.92617443,0.388915789
5571,serum_product_5571,serum,0.384,low,1,1,104,Wooden Cosmetic Case,Wood/Bamboo,6,1.307,61.82,25.66,68.86,8.5,standard,Asia,0.25,0.750294464,0.650736842,0.075300401,0.497499569,0.55,-0.0877,6.503442994,0.130221053
5572,foundation_product_5572,foundation,0.067,medium,1,3,26,Aluminium Spray Bottle,Aluminum,7,0.225,0.42,78.51,92.85,7.27,standard,Asia,0.5,0.113074205,0.004421053,0.780907877,0.911191585,0.427,0.32085,32.31111097,0.073226316
5573,compact_product_5573,compact,0.083,high,0,3,96,Embossed Metal Gift Tin,Aluminum,8,0.143,4.99,83.09,81.24,11.48,standard,Europe,0.75,0.064782097,0.052526316,0.842056075,0.710984653,0.848,0.4247,80.27971972,0.061357895
5574,compact_product_5574,compact,0.344,high,0,3,66,Recycled PP Compact Case,Plastic,8,0.538,7.97,55.38,74.75,5.41,express,Asia,0.75,0.297408716,0.083894737,0.472096128,0.599068805,0.241,0.18005,10.05576206,0.252868421
5575,toner_product_5575,toner,0.061,low,1,2,109,Magnetic Closure Paperboard Box,Paper/Paperboard,7,0.212,78.99,29.14,63.08,4.4,express,North America,0.5,0.105418139,0.831473684,0.12176235,0.397827212,0.14,-0.024,20.75471688,0.407442105
5576,toner_product_5576,toner,0.2,low,1,1,81,Aluminium Spray Bottle,Aluminum,9,0.539,1.13,72.69,95.17,7.59,fragile,Asia,1,0.297997644,0.011894737,0.703204272,0.951198482,0.459,0.25105,14.08163263,0.265868421
5577,lotion_product_5577,lotion,0.473,low,1,1,55,Biodegradable PBAT Pouch,Bioplastic,7,1.072,65.16,41.46,57.97,7.97,fragile,Asia,0.5,0.611896348,0.685894737,0.286248331,0.30970857,0.497,0.12475,7.434701486,0.256668421
5578,lip_balm_product_5578,lip_balm,0.197,high,0,3,83,Airless Pump Bottle,Other,6,0.63,44.72,53.64,46.18,5.75,fragile,Asia,0.25,0.351590106,0.470736842,0.448865154,0.106397655,0.275,0.3055,9.126984112,0.158721053
5579,serum_product_5579,serum,0.277,medium,1,1,58,Paper Tube Lip Balm Container,Paper/Paperboard,6,0.79,74.44,31.83,85.67,6.31,express,Other,0.25,0.44581861,0.783578947,0.157676903,0.787377134,0.331,-0.11005,7.987341762,0.235773684
5580,serum_product_5580,serum,0.322,low,1,3,6,Biodegradable PBAT Pouch,Bioplastic,6,1.001,79.09,43.02,55.73,7.22,standard,Europe,0.25,0.57008245,0.832526316,0.307076101,0.271081221,0.422,0.15155,7.212787206,0.223157895
5581,lotion_product_5581,lotion,0.075,medium,1,1,101,Recycled HDPE Tube,Plastic,7,0.235,20.46,48.57,59.81,5.79,standard,Asia,0.5,0.118963486,0.215368421,0.3811749,0.341438179,0.279,0.18665,24.63829777,0.180910526
5582,eyeliner_product_5582,eyeliner,0.029,medium,0,2,72,Wooden Cosmetic Case,Wood/Bamboo,8,0.083,91.73,51.67,54.4,8.66,standard,Europe,0.75,0.029446408,0.965578947,0.422563418,0.248146232,0.566,0.2447,104.3373481,0.419873684
5583,lipstick_product_5583,lipstick,0.176,low,0,1,102,PETG Lotion Bottle,Plastic,7,0.555,21.81,53.89,72.9,5.96,fragile,Asia,0.5,0.307420495,0.229578947,0.452202937,0.567166753,0.296,0.1744,10.73873872,0.180073684
5584,compact_product_5584,compact,0.351,medium,0,1,97,Refillable Acrylic Jar,Plastic,8,0.723,12.71,62.8,72.01,6.27,standard,Asia,0.75,0.406360424,0.133789474,0.571161549,0.551819279,0.327,0.26795,8.672199158,0.242036842
5585,lipstick_product_5585,lipstick,0.423,high,0,2,46,Wooden Cosmetic Case,Wood/Bamboo,7,0.851,87.98,32.68,64.22,10.15,standard,North America,0.5,0.481743227,0.926105263,0.169025367,0.417485773,0.715,0.0057,11.92714452,0.263331579
5586,eyeliner_product_5586,eyeliner,0.328,low,0,1,1,Glass Dropper Bottle,Glass,6,1.003,3.6,70.62,82.07,11.25,express,Asia,0.25,0.571260306,0.037894737,0.675567423,0.725297465,0.825,0.29585,11.21635094,-0.136131579
5587,lotion_product_5587,lotion,0.352,low,1,1,24,Aluminium Spray Bottle,Aluminum,7,0.574,2.76,82.99,77.24,11.68,standard,Asia,0.5,0.318610129,0.029052632,0.840720961,0.642007243,0.868,0.4437,20.34843202,-0.051684211
5588,serum_product_5588,serum,0.309,low,1,1,89,Recycled PP Compact Case,Plastic,9,0.618,17.99,49.56,54.71,6,standard,Europe,1,0.344522968,0.189368421,0.394392523,0.253491981,0.3,0.22205,9.708737848,0.366810526
5589,lipstick_product_5589,lipstick,0.171,medium,0,1,61,Glass Cosmetic Jar,Glass,7,0.507,9.52,73.04,71.69,11.42,standard,Other,0.5,0.279151943,0.100210526,0.70787717,0.546301086,0.842,0.37195,22.52465479,-0.022536842
5590,lip_balm_product_5590,lip_balm,0.498,medium,0,2,81,PCR Plastic Lotion Bottle,Plastic,8,1.034,26.42,40.08,58.85,5.59,standard,Asia,0.75,0.589517079,0.278105263,0.267823765,0.324883601,0.259,0.10655,5.40618955,0.305731579
5591,lipstick_product_5591,lipstick,0.096,low,0,2,94,Refillable Glass Foundation Bottle,Glass,8,0.147,2.94,61.82,73.53,7.33,fragile,Asia,0.75,0.067137809,0.030947368,0.558077437,0.578030695,0.433,0.25055,49.86394524,0.17938421
5592,toner_product_5592,toner,0.468,medium,1,1,39,Wooden Cosmetic Case,Wood/Bamboo,6,1.571,70.5,39.09,65.02,10.81,standard,Asia,0.25,0.905771495,0.742105263,0.254606142,0.431281255,0.781,0.0658,6.880967532,0.088331579
5593,cream_product_5593,cream,0.455,low,0,2,121,Compostable Pouch with Valve,Bioplastic,7,1.234,70.27,39.36,61.79,7.62,standard,Asia,0.5,0.707302709,0.739684211,0.258210948,0.375581997,0.462,0.08465,6.175040514,0.283305263
5594,toner_product_5594,toner,0.047,high,1,3,54,Aluminium Cosmetic Tin,Aluminum,8,0.115,4.16,71.84,86.41,12.74,standard,Asia,0.75,0.048292108,0.043789474,0.691855808,0.800137955,0.974,0.28635,110.7826077,0.020936842
5595,serum_product_5595,serum,0.072,medium,1,2,72,Refillable Metal Compact Case,Aluminum,9,0.149,4.5,81.21,91.93,9.2,express,Europe,1,0.068315665,0.047368421,0.816955941,0.89532678,0.62,0.35245,61.74496603,0.228210526
5596,toner_product_5596,toner,0.382,high,1,1,35,Airless Pump Bottle,Other,6,0.592,45.54,60.67,77.01,4.02,standard,Asia,0.25,0.329210836,0.479368421,0.542723632,0.638041042,0.102,0.22165,6.790540529,0.213210526
5597,lip_balm_product_5597,lip_balm,0.477,low,0,1,95,Tinted Glass Cream Jar,Aluminum,8,1.545,4.87,93.07,97.69,12.91,express,Europe,0.75,0.890459363,0.051263158,0.975300401,0.994654251,0.991,0.44225,8.35598705,0.018078947
5598,mascara_product_5598,mascara,0.44,medium,0,2,85,Squeezable Silicone Tube,Plastic,7,1.393,18.49,69.03,47.66,6.36,standard,Other,0.5,0.800942285,0.194631579,0.654339119,0.131919296,0.336,0.452,4.565685567,0.157589474
5599,mascara_product_5599,mascara,0.117,low,0,2,65,Recycled Cardboard Sleeve,Paper/Paperboard,5,0.389,70.37,21.52,83.51,5.87,fragile,Asia,0,0.209658422,0.740736842,0.020026702,0.750129333,0.287,-0.20235,15.08997425,0.136121053
5600,toner_product_5600,toner,0.478,low,1,1,107,Glass Cosmetic Jar,Glass,7,1.415,2.47,80.35,84.85,7.78,express,Asia,0.5,0.813898704,0.026,0.805473965,0.773236765,0.478,0.37925,5.498233212,0.0644
5601,compact_product_5601,compact,0.429,medium,0,2,136,Recycled PET Bottle,Plastic,9,1.342,20.59,51.96,61.82,7.74,express,North America,1,0.770906949,0.216736842,0.426435247,0.376099327,0.474,0.2105,5.767511173,0.322821053
5602,toner_product_5602,toner,0.086,high,1,1,65,Sugarcane Bioplastic Tube,Bioplastic,6,0.287,83.04,59.11,52.1,8.06,fragile,Europe,0.25,0.14958775,0.874105263,0.521895861,0.208484221,0.506,0.3306,28.0836236,0.210431579
5603,toner_product_5603,toner,0.121,high,1,3,132,Recycled Aluminum Deodorant Stick,Aluminum,9,0.217,0.83,90.89,77.22,7.34,standard,Asia,1,0.10836278,0.008736842,0.946194927,0.641662356,0.434,0.5228,33.82488464,0.272421053
5604,lotion_product_5604,lotion,0.329,medium,1,2,82,Tinted Glass Cream Jar,Aluminum,8,1.101,2.23,77.17,77.44,9.23,standard,Asia,0.75,0.628975265,0.023473684,0.763017356,0.645456113,0.623,0.3845,8.383287912,0.120142105
5605,compact_product_5605,compact,0.312,high,0,2,110,Squeezable Silicone Tube,Plastic,8,0.824,36.62,58.35,74.54,7.28,standard,Asia,0.75,0.465842167,0.385473684,0.511748999,0.595447491,0.428,0.2108,8.834951446,0.287242105
5606,lotion_product_5606,lotion,0.265,low,1,1,118,Embossed Metal Gift Tin,Aluminum,8,0.9,0.58,89.76,82.78,12.84,standard,Asia,0.75,0.510600706,0.006105263,0.931108144,0.737540955,0.984,0.4837,14.26666665,0.006631579
5607,compact_product_5607,compact,0.373,high,0,3,82,Magnetic Closure Paperboard Box,Paper/Paperboard,6,0.581,74.92,22.86,62.74,4.9,fragile,North America,0.25,0.322732626,0.788631579,0.037917223,0.391964132,0.19,-0.0851,8.433734925,0.279589474
5608,serum_product_5608,serum,0.279,low,1,1,125,Recycled Aluminum Deodorant Stick,Aluminum,8,0.827,1,90.37,92.28,12.49,express,Europe,0.75,0.467608951,0.010526316,0.939252336,0.901362304,0.949,0.4423,15.10278112,0.018457895
5609,lotion_product_5609,lotion,0.095,low,1,1,20,Recycled Aluminum Deodorant Stick,Aluminum,9,0.225,3.36,75.31,77.94,8.83,fragile,Asia,1,0.113074205,0.035368421,0.738184246,0.654078289,0.583,0.3634,39.24444427,0.235710526
5610,compact_product_5610,compact,0.437,high,0,2,110,Window Cutout Paperboard Box,Paper/Paperboard,7,1.45,91.03,26.02,93.18,4.05,express,North America,0.5,0.834511189,0.958210526,0.080106809,0.916882221,0.105,-0.2057,2.793103446,0.455963158
5611,serum_product_5611,serum,0.305,low,1,3,62,Refillable Metal Compact Case,Aluminum,7,0.903,3.22,82.8,75.19,7.91,standard,Europe,0.5,0.512367491,0.033894737,0.838184246,0.60665632,0.491,0.45205,8.759689913,0.062868421
5612,cream_product_5612,cream,0.241,low,0,2,36,Glass Dropper Bottle,Glass,8,0.452,4.89,79.37,73.07,11.42,standard,Europe,0.75,0.246760895,0.051473684,0.792389853,0.570098293,0.842,0.42835,25.26548667,0.062842105
5613,toner_product_5613,toner,0.113,medium,1,1,29,Tinted Glass Cream Jar,Aluminum,8,0.358,2.39,73.76,87.2,10.28,standard,North America,0.75,0.191401649,0.025157895,0.717489987,0.813760993,0.728,0.3016,28.71508372,0.089147368
5614,cream_product_5614,cream,0.364,high,0,2,84,Molded Pulp Tray,Molded Pulp,6,0.867,88.04,24.23,65.12,4.5,standard,Other,0.25,0.491166077,0.926736842,0.056208278,0.433005691,0.15,-0.0833,5.190311413,0.333021053
5615,cream_product_5615,cream,0.185,high,0,1,23,Bamboo Mascara Tube,Wood/Bamboo,6,0.318,94.53,28.01,81.25,9.2,express,Other,0.25,0.167844523,0.995052632,0.106675567,0.711157096,0.62,-0.12615,28.93081752,0.212515789
5616,lip_balm_product_5616,lip_balm,0.265,medium,0,2,93,Magnetic Closure Paperboard Box,Paper/Paperboard,8,0.849,91.23,38.06,85.83,3.62,express,Asia,0.75,0.480565371,0.960315789,0.240854473,0.79013623,0.062,-0.04855,4.263839807,0.569494737
5617,toner_product_5617,toner,0.2,medium,1,2,81,Stackable Sample Pot,Plastic,9,0.433,7.73,63.67,40.78,6.24,standard,Asia,1,0.23557126,0.081368421,0.582777036,0.013278151,0.324,0.4328,14.41108542,0.327210526
5618,lotion_product_5618,lotion,0.462,medium,1,3,75,Paper Tube Lip Balm Container,Paper/Paperboard,5,0.856,94.16,29.86,92.36,5.16,express,Asia,0,0.484687868,0.991157895,0.131375167,0.902741852,0.216,-0.1632,6.028037376,0.232547368
5619,lipstick_product_5619,lipstick,0.494,low,0,1,27,Bamboo Mascara Tube,Wood/Bamboo,8,0.833,75.88,48.32,53.07,9.41,standard,Europe,0.75,0.47114252,0.798736842,0.377837116,0.225211243,0.641,0.21785,11.29651859,0.347321053
5620,eyeliner_product_5620,eyeliner,0.276,medium,0,2,149,Compostable Pouch with Valve,Bioplastic,8,0.883,62.79,43.88,41.93,5.49,express,Asia,0.75,0.500588928,0.660947368,0.318558077,0.033109157,0.249,0.22915,6.217440537,0.42358421
5621,toner_product_5621,toner,0.321,medium,1,1,70,Glass Cosmetic Jar,Glass,7,0.998,4.91,82.47,88.84,6.26,express,Europe,0.5,0.568315665,0.051684211,0.833778371,0.842041731,0.326,0.3805,6.272545084,0.117705263
5622,lipstick_product_5622,lipstick,0.394,medium,0,2,146,Frosted Glass Serum Bottle,Glass,6,0.824,0.73,66.27,76.76,8.68,standard,Asia,0.25,0.465842167,0.007684211,0.617489987,0.633729953,0.568,0.2789,10.53398057,-0.068094737
5623,foundation_product_5623,foundation,0.411,high,1,3,121,Stackable Sample Pot,Plastic,7,0.915,9.99,56.99,40.92,4.76,express,Asia,0.5,0.519434629,0.105157895,0.493591455,0.015692361,0.176,0.3653,5.202185787,0.178747368
5624,eyeliner_product_5624,eyeliner,0.284,medium,0,1,129,Biodegradable PBAT Pouch,Bioplastic,6,0.98,85.91,40.56,48.51,5.93,fragile,Asia,0.25,0.557714958,0.904315789,0.27423231,0.146576996,0.293,0.16305,6.051020402,0.283394737
5625,serum_product_5625,serum,0.046,medium,1,1,124,Double-Walled Acrylic Jar,Plastic,9,0.115,34.55,65.74,41.31,6.28,standard,Asia,1,0.048292108,0.363684211,0.610413885,0.022417658,0.328,0.45085,54.60869518,0.410705263
5626,serum_product_5626,serum,0.149,high,1,2,125,Recycled Aluminum Deodorant Stick,Aluminum,8,0.235,0.66,76.57,82.71,10.75,standard,North America,0.75,0.118963486,0.006947368,0.755006676,0.736333851,0.775,0.35215,45.74468066,0.06958421
5627,toner_product_5627,toner,0.055,medium,1,2,96,Double-Walled Acrylic Jar,Plastic,8,0.115,8.6,59.15,71.74,6.33,standard,Other,0.75,0.048292108,0.090526316,0.522429907,0.547163304,0.333,0.2328,55.04347778,0.227257895
5628,compact_product_5628,compact,0.321,low,0,2,22,Bamboo Dropper Bottle,Wood/Bamboo,6,0.653,81.65,31.1,51.98,10.91,express,Asia,0.25,0.365135453,0.859473684,0.147930574,0.206414899,0.791,0.0511,16.7075038,0.120542105
5629,mascara_product_5629,mascara,0.178,low,0,1,105,Frosted Glass Serum Bottle,Glass,7,0.488,0.29,67.51,73.18,6.25,express,North America,0.5,0.267962308,0.003052632,0.634045394,0.571995172,0.325,0.3092,12.80737702,0.103415789
5630,eyeliner_product_5630,eyeliner,0.304,high,0,2,73,Refillable Metal Compact Case,Aluminum,8,1,4.41,80.63,79.69,10.42,standard,Europe,0.75,0.569493521,0.046421053,0.809212283,0.684255906,0.742,0.40785,10.41999999,0.091326316
5631,cream_product_5631,cream,0.419,low,0,1,56,Squeezable Silicone Tube,Plastic,9,1.176,6.77,46.33,75.98,7.29,standard,Other,1,0.673144876,0.071263158,0.351268358,0.620279358,0.429,0.0834,6.198979587,0.292678947
5632,lotion_product_5632,lotion,0.255,medium,1,1,147,Magnetic Closure Paperboard Box,Paper/Paperboard,7,0.498,86.44,33.72,61.1,3.65,standard,Asia,0.5,0.27385159,0.909894737,0.182910547,0.363683394,0.065,0.0317,7.329317254,0.453468421
5633,toner_product_5633,toner,0.104,high,1,3,85,Embossed Metal Gift Tin,Aluminum,8,0.236,4.95,70.14,78.95,10.35,standard,Europe,0.75,0.119552415,0.052105263,0.669158878,0.671495085,0.735,0.30665,43.85593202,0.095131579
5634,mascara_product_5634,mascara,0.165,medium,0,3,100,Glass Cosmetic Jar,Glass,7,0.487,0.38,85.63,94.03,7.42,fragile,North America,0.5,0.26737338,0.004,0.875967957,0.931539921,0.442,0.38615,15.2361396,0.0686
5635,eyeliner_product_5635,eyeliner,0.416,high,0,2,78,Double-Walled Acrylic Jar,Plastic,8,0.877,18.8,46.15,49.22,7.05,standard,Europe,0.75,0.497055359,0.197894737,0.348865154,0.158820486,0.405,0.2154,8.03876852,0.237868421
5636,lotion_product_5636,lotion,0.032,low,1,1,101,Paper Tube Lip Balm Container,Paper/Paperboard,8,0.097,83.12,22.23,94.55,6.39,standard,North America,0.75,0.037691402,0.874947368,0.029506008,0.940506984,0.339,-0.25045,65.87628798,0.46078421
5637,lip_balm_product_5637,lip_balm,0.169,medium,0,1,106,Window Cutout Paperboard Box,Paper/Paperboard,5,0.437,91.39,28.3,81.96,6.96,express,North America,0,0.237926973,0.962,0.110547397,0.723400586,0.396,-0.1268,15.92677342,0.1698
5638,lipstick_product_5638,lipstick,0.253,medium,0,2,88,Magnetic Closure Paperboard Box,Paper/Paperboard,7,0.871,75.87,44.67,84.41,6.26,standard,North America,0.5,0.49352179,0.798631579,0.329105474,0.76564925,0.326,0.02465,7.187141209,0.341789474
5639,lip_balm_product_5639,lip_balm,0.249,medium,0,3,121,Frosted Glass Serum Bottle,Glass,7,0.774,5.17,61.43,83.89,6.74,standard,Asia,0.5,0.436395759,0.054421053,0.552870494,0.756682187,0.374,0.19485,8.708010325,0.104126316
5640,lotion_product_5640,lotion,0.467,medium,1,1,92,Sugarcane Bioplastic Tube,Bioplastic,7,1.078,78.23,58.26,45.56,6.67,standard,Europe,0.5,0.615429917,0.823473684,0.510547397,0.095706156,0.367,0.3548,6.187384039,0.336942105
5641,eyeliner_product_5641,eyeliner,0.385,high,0,2,110,Sugarcane Bioplastic Tube,Bioplastic,8,0.742,71.92,57.86,61.29,7.71,express,Asia,0.75,0.417550059,0.757052632,0.505206943,0.366959821,0.471,0.27215,10.39083557,0.385815789
5642,eyeliner_product_5642,eyeliner,0.401,low,0,2,25,Recycled Aluminum Deodorant Stick,Aluminum,7,0.727,4.72,80.22,80.94,12.55,fragile,Asia,0.5,0.408716136,0.049684211,0.803738318,0.705811347,0.955,0.3975,17.2627235,-0.071594737
5643,lipstick_product_5643,lipstick,0.299,medium,0,1,2,Bamboo Fiber Compact Case,Wood/Bamboo,6,0.759,76.87,46.25,51.86,10.41,standard,Europe,0.25,0.427561837,0.809157895,0.350200267,0.204345577,0.741,0.2032,13.715415,0.120447368
5644,eyeliner_product_5644,eyeliner,0.093,medium,0,1,4,Airless Pump Bottle,Other,8,0.304,41.54,68.43,55.21,7.16,standard,Asia,0.75,0.159599529,0.437263158,0.646328438,0.262114158,0.416,0.40825,23.5526315,0.306378947
5645,serum_product_5645,serum,0.073,medium,1,1,113,Compostable Pouch with Valve,Bioplastic,6,0.179,65.75,54.53,52.07,7.34,standard,North America,0.25,0.08598351,0.692105263,0.460747664,0.207966891,0.434,0.28495,41.00558636,0.177431579
